Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
1,Microfluidic_Split_ThreeYdirection_study (Run_9),9,-15.5550,40.0500,3.0500,-15.5864,39.9098,3.0408,0.1440,-0.0314,-0.1402,-0.0092,,,,,,,,,,,
2,Microfluidic_Split_ThreeYdirection_study (Run_9),2477,-15.5550,39.8304,3.0500,-15.5867,39.6909,3.0406,0.1433,-0.0317,-0.1394,-0.0094,0.2196,0.0000,-0.2196,0.0000,0.2189,-0.0003,-0.2189,-0.0002,0.0008,0.3464,
3,Microfluidic_Split_ThreeYdirection_study (Run_9),2474,-15.5550,39.6108,3.0500,-15.5867,39.4724,3.0405,0.1423,-0.0317,-0.1384,-0.0095,,,,,,,,,,,
4,Microfluidic_Split_ThreeYdirection_study (Run_9),2468,-15.5550,39.3911,3.0500,-15.5872,39.2539,3.0400,0.1413,-0.0322,-0.1372,-0.0100,0.2196,0.0000,-0.2196,0.0000,0.2185,-0.0005,-0.2185,-0.0005,0.0012,0.5390,
5,Microfluidic_Split_ThreeYdirection_study (Run_9),2471,-15.5550,39.1714,3.0500,-15.5872,39.0358,3.0398,0.1398,-0.0322,-0.1356,-0.0102,,,,,,,,,,,
6,Microfluidic_Split_ThreeYdirection_study (Run_9),2453,-15.5550,38.9518,3.0500,-15.5878,38.8179,3.0394,0.1383,-0.0328,-0.1339,-0.0106,0.2196,0.0000,-0.2196,0.0000,0.2179,-0.0005,-0.2179,-0.0004,0.0017,0.7803,
7,Microfluidic_Split_ThreeYdirection_study (Run_9),2465,-15.5550,38.7323,3.0500,-15.5880,38.6001,3.0393,0.1366,-0.0330,-0.1321,-0.0107,,,,,,,,,,,
8,Microfluidic_Split_ThreeYdirection_study (Run_9),2462,-15.5550,38.5119,3.0500,-15.5882,38.3817,3.0397,0.1347,-0.0332,-0.1301,-0.0103,0.2204,0.0000,-0.2204,0.0000,0.2184,-0.0002,-0.2184,0.0004,0.0020,0.9035,
9,Microfluidic_Split_ThreeYdirection_study (Run_9),2456,-15.5550,38.2915,3.0500,-15.5887,38.1634,3.0391,0.1329,-0.0337,-0.1281,-0.0109,,,,,,,,,,,
10,Microfluidic_Split_ThreeYdirection_study (Run_9),2459,-15.5550,38.0711,3.0500,-15.5887,37.9450,3.0393,0.1309,-0.0337,-0.1261,-0.0107,0.2204,0.0000,-0.2204,0.0000,0.2184,0.0000,-0.2184,0.0002,0.0020,0.9170,
11,Microfluidic_Split_ThreeYdirection_study (Run_9),2426,-15.5550,37.8504,3.0500,-15.5889,37.7265,3.0392,0.1290,-0.0339,-0.1240,-0.0108,,,,,,,,,,,
12,Microfluidic_Split_ThreeYdirection_study (Run_9),2450,-15.5550,37.6299,3.0500,-15.5892,37.5081,3.0391,0.1270,-0.0342,-0.1218,-0.0109,0.2206,0.0000,-0.2206,0.0000,0.2184,-0.0003,-0.2184,-0.0001,0.0022,0.9844,
13,Microfluidic_Split_ThreeYdirection_study (Run_9),2447,-15.5550,37.4093,3.0500,-15.5892,37.2896,3.0392,0.1249,-0.0342,-0.1197,-0.0108,,,,,,,,,,,
14,Microfluidic_Split_ThreeYdirection_study (Run_9),2441,-15.5550,37.1888,3.0500,-15.5895,37.0712,3.0387,0.1231,-0.0345,-0.1176,-0.0113,0.2205,0.0000,-0.2205,0.0000,0.2184,-0.0003,-0.2184,-0.0005,0.0021,0.9329,
15,Microfluidic_Split_ThreeYdirection_study (Run_9),2444,-15.5550,36.9684,3.0500,-15.5895,36.8529,3.0391,0.1210,-0.0345,-0.1155,-0.0109,,,,,,,,,,,
16,Microfluidic_Split_ThreeYdirection_study (Run_9),2429,-15.5550,36.7480,3.0500,-15.5899,36.6347,3.0390,0.1190,-0.0349,-0.1133,-0.0110,0.2204,0.0000,-0.2204,0.0000,0.2182,-0.0003,-0.2182,-0.0001,0.0022,1.0002,
17,Microfluidic_Split_ThreeYdirection_study (Run_9),2438,-15.5550,36.5276,3.0500,-15.5897,36.4165,3.0393,0.1169,-0.0347,-0.1111,-0.0107,,,,,,,,,,,
18,Microfluidic_Split_ThreeYdirection_study (Run_9),2432,-15.5550,36.3073,3.0500,-15.5900,36.1982,3.0388,0.1151,-0.0350,-0.1090,-0.0112,0.2203,0.0000,-0.2203,0.0000,0.2183,-0.0003,-0.2183,-0.0005,0.0020,0.9236,
19,Microfluidic_Split_ThreeYdirection_study (Run_9),2435,-15.5550,36.0872,3.0500,-15.5899,35.9804,3.0390,0.1129,-0.0349,-0.1068,-0.0110,,,,,,,,,,,
