Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
1,Microfluidic_Split_ThreeYdirection_study (Run_6) ,9,-15.5550,40.0500,3.0500,-15.5836,39.9196,3.0428,0.1337,-0.0286,-0.1304,-0.0072,,,,,,,,,,,
2,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2477,-15.5550,39.8304,3.0500,-15.5839,39.7005,3.0426,0.1333,-0.0289,-0.1299,-0.0074,0.2196,0.0000,-0.2196,0.0000,0.2191,-0.0003,-0.2191,-0.0003,0.0005,0.2158,
3,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2474,-15.5550,39.6108,3.0500,-15.5840,39.4816,3.0425,0.1325,-0.0290,-0.1291,-0.0075,,,,,,,,,,,
4,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2468,-15.5550,39.3911,3.0500,-15.5846,39.2628,3.0420,0.1319,-0.0296,-0.1283,-0.0080,0.2196,0.0000,-0.2196,0.0000,0.2188,-0.0006,-0.2188,-0.0006,0.0008,0.3827,
5,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2471,-15.5550,39.1714,3.0500,-15.5845,39.0445,3.0416,0.1306,-0.0295,-0.1270,-0.0084,,,,,,,,,,,
6,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2453,-15.5550,38.9518,3.0500,-15.5851,38.8263,3.0412,0.1294,-0.0301,-0.1255,-0.0088,0.2196,0.0000,-0.2196,0.0000,0.2181,-0.0006,-0.2181,-0.0005,0.0015,0.6716,
7,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2465,-15.5550,38.7323,3.0500,-15.5853,38.6083,3.0410,0.1279,-0.0303,-0.1239,-0.0090,,,,,,,,,,,
8,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2462,-15.5550,38.5119,3.0500,-15.5856,38.3898,3.0415,0.1261,-0.0306,-0.1221,-0.0085,0.2204,0.0000,-0.2204,0.0000,0.2185,-0.0003,-0.2185,0.0005,0.0019,0.8425,
9,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2456,-15.5550,38.2915,3.0500,-15.5863,38.1713,3.0408,0.1245,-0.0313,-0.1202,-0.0092,,,,,,,,,,,
10,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2459,-15.5550,38.0711,3.0500,-15.5861,37.9527,3.0410,0.1227,-0.0311,-0.1183,-0.0090,0.2204,0.0000,-0.2204,0.0000,0.2186,0.0001,-0.2186,0.0002,0.0019,0.8393,
11,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2426,-15.5550,37.8504,3.0500,-15.5865,37.7341,3.0409,0.1208,-0.0315,-0.1163,-0.0091,,,,,,,,,,,
12,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2450,-15.5550,37.6299,3.0500,-15.5867,37.5156,3.0407,0.1189,-0.0317,-0.1143,-0.0093,0.2206,0.0000,-0.2206,0.0000,0.2185,-0.0003,-0.2185,-0.0001,0.0021,0.9321,
13,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2447,-15.5550,37.4093,3.0500,-15.5866,37.2971,3.0408,0.1170,-0.0316,-0.1123,-0.0092,,,,,,,,,,,
14,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2441,-15.5550,37.1888,3.0500,-15.5870,37.0785,3.0402,0.1153,-0.0320,-0.1104,-0.0098,0.2205,0.0000,-0.2205,0.0000,0.2186,-0.0004,-0.2186,-0.0006,0.0019,0.8549,
15,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2444,-15.5550,36.9684,3.0500,-15.5871,36.8599,3.0407,0.1135,-0.0321,-0.1084,-0.0093,,,,,,,,,,,
16,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2429,-15.5550,36.7480,3.0500,-15.5875,36.6417,3.0405,0.1116,-0.0325,-0.1063,-0.0095,0.2204,0.0000,-0.2204,0.0000,0.2182,-0.0005,-0.2182,-0.0002,0.0021,0.9747,
17,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2438,-15.5550,36.5276,3.0500,-15.5872,36.4235,3.0409,0.1094,-0.0322,-0.1042,-0.0091,,,,,,,,,,,
18,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2432,-15.5550,36.3073,3.0500,-15.5876,36.2049,3.0402,0.1079,-0.0326,-0.1024,-0.0098,0.2203,0.0000,-0.2203,0.0000,0.2185,-0.0004,-0.2185,-0.0007,0.0018,0.8202,
19,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2435,-15.5550,36.0872,3.0500,-15.5874,35.9870,3.0405,0.1058,-0.0324,-0.1002,-0.0095,,,,,,,,,,,
20,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2369,-15.5550,35.8672,3.0500,-15.5876,35.7689,3.0403,0.1040,-0.0326,-0.0983,-0.0097,0.2201,0.0000,-0.2201,0.0000,0.2181,-0.0002,-0.2181,-0.0002,0.0019,0.8761,
21,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2423,-15.5550,35.6475,3.0500,-15.5874,35.5513,3.0407,0.1020,-0.0324,-0.0962,-0.0093,,,,,,,,,,,
22,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2420,-15.5550,35.4278,3.0500,-15.5880,35.3339,3.0406,0.1000,-0.0330,-0.0939,-0.0094,0.2197,0.0000,-0.2197,0.0000,0.2174,-0.0006,-0.2174,0.0000,0.0023,1.0594,
23,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2414,-15.5550,35.2081,3.0500,-15.5879,35.1159,3.0406,0.0983,-0.0329,-0.0922,-0.0094,,,,,,,,,,,
24,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2417,-15.5550,34.9883,3.0500,-15.5878,34.8980,3.0407,0.0965,-0.0328,-0.0903,-0.0093,0.2198,0.0000,-0.2198,0.0000,0.2179,0.0001,-0.2179,0.0001,0.0020,0.8929,
25,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2399,-15.5550,34.7684,3.0500,-15.5879,34.6801,3.0403,0.0947,-0.0329,-0.0883,-0.0097,,,,,,,,,,,
26,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2411,-15.5550,34.5484,3.0500,-15.5877,34.4620,3.0403,0.0928,-0.0327,-0.0863,-0.0097,0.2201,0.0000,-0.2201,0.0000,0.2181,0.0002,-0.2181,0.0000,0.0020,0.9080,
27,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2408,-15.5550,34.3283,3.0500,-15.5880,34.2441,3.0401,0.0910,-0.0330,-0.0842,-0.0099,,,,,,,,,,,
28,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2402,-15.5550,34.1077,3.0500,-15.5879,34.0255,3.0401,0.0891,-0.0329,-0.0822,-0.0099,0.2206,0.0000,-0.2206,0.0000,0.2185,0.0001,-0.2185,0.0000,0.0020,0.9202,
29,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2405,-15.5550,33.8871,3.0500,-15.5878,33.8069,3.0404,0.0871,-0.0328,-0.0801,-0.0096,,,,,,,,,,,
30,Microfluidic_Split_ThreeYdirection_study (Run_6) ,2372,-15.5550,33.6664,3.0500,-15.5880,33.5882,3.0404,0.0854,-0.0330,-0.0782,-0.0096,0.2206,0.0000,-0.2206,0.0000,0.2187,-0.0003,-0.2187,0.0000,0.0019,0.8781,
